date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:22:12	27547/27547	---M--	200	added ('OK')	image/png	etag:%220a6d92bb28bd31:0%22	https://cvdrisk.com.cn/Content/Areas/ASCVD/ASCVD_logo.png	D:/test/test/cvdrisk.com.cn/Content/Areas/ASCVD/ASCVD_logo.png	(from https://cvdrisk.com.cn/ASCVD/Eval)
11:22:12	23379/23379	---M--	200	added ('OK')	image/png	etag:%220628b75feedd11:0%22	https://cvdrisk.com.cn/Content/Revision/image/logo1.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/logo1.png	(from https://cvdrisk.com.cn/ASCVD/Eval)
11:22:13	26200/26200	---M--	200	added ('OK')	image/png	etag:%22040cb88f119d21:0%22	https://cvdrisk.com.cn/Content/Revision/image/logo2.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/logo2.png	(from https://cvdrisk.com.cn/ASCVD/Eval)
11:22:13	31986/31986	---M--	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2003:22:14%20GMT	https://cvdrisk.com.cn/ASCVD/Articles/Index/1	D:/test/test/cvdrisk.com.cn/ASCVD/Articles/Index/1.html	(from https://cvdrisk.com.cn/ASCVD/Eval)
11:22:13	36660/36660	---M--	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2003:22:14%20GMT	https://cvdrisk.com.cn/ASCVD/Articles/List/1	D:/test/test/cvdrisk.com.cn/ASCVD/Articles/List/1.html	(from https://cvdrisk.com.cn/ASCVD/Eval)
11:22:13	18238/18238	---M--	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2003:22:14%20GMT	https://cvdrisk.com.cn/ASCVD/Articles/List/2	D:/test/test/cvdrisk.com.cn/ASCVD/Articles/List/2.html	(from https://cvdrisk.com.cn/ASCVD/Eval)
11:22:14	10185/10185	---M--	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2003:22:15%20GMT	https://cvdrisk.com.cn/ASCVD/ProjectInfo/AboutUs	D:/test/test/cvdrisk.com.cn/ASCVD/ProjectInfo/AboutUs.html	(from https://cvdrisk.com.cn/ASCVD/Eval)
11:22:14	9064/9064	---M--	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2003:22:15%20GMT	https://cvdrisk.com.cn/ASCVD/Accounts/Login	D:/test/test/cvdrisk.com.cn/ASCVD/Accounts/Login.html	(from https://cvdrisk.com.cn/ASCVD/Eval)
11:22:14	14493/14493	---M--	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2003:22:15%20GMT	https://cvdrisk.com.cn/ASCVD/Accounts/Register	D:/test/test/cvdrisk.com.cn/ASCVD/Accounts/Register.html	(from https://cvdrisk.com.cn/ASCVD/Eval)
11:22:14	325/325	---M--	200	added ('OK')	text/css	etag:%22063bd20ed21:0%22	https://cvdrisk.com.cn/Content/Areas/Common/css/linkMap.css	D:/test/test/cvdrisk.com.cn/Content/Areas/Common/css/linkMap.css	(from https://cvdrisk.com.cn/ASCVD/Eval)
11:22:15	135266/135266	---M--	200	added ('OK')	image/jpeg	etag:%22e784cf22363ad91:0%22	https://cvdrisk.com.cn/uploadedImage/20230206102017079.jpg	D:/test/test/cvdrisk.com.cn/uploadedImage/20230206102017079.jpg	(from https://cvdrisk.com.cn/ASCVD/Eval)
11:22:15	275685/275685	---M--	200	added ('OK')	image/jpeg	etag:%226cce8465fa34d81:0%22	https://cvdrisk.com.cn/uploadedImage/20220311114505694.jpg	D:/test/test/cvdrisk.com.cn/uploadedImage/20220311114505694.jpg	(from https://cvdrisk.com.cn/ASCVD/Eval)
11:22:15	215839/215839	---M--	200	added ('OK')	image/jpeg	etag:%227deb792bfb9fd81:0%22	https://cvdrisk.com.cn/uploadedImage/20220725035012235.jpg	D:/test/test/cvdrisk.com.cn/uploadedImage/20220725035012235.jpg	(from https://cvdrisk.com.cn/ASCVD/Eval)
11:22:15	269022/269022	---M--	200	added ('OK')	image/jpeg	etag:%227da78a31fb9fd81:0%22	https://cvdrisk.com.cn/uploadedImage/20220725035022420.jpg	D:/test/test/cvdrisk.com.cn/uploadedImage/20220725035022420.jpg	(from https://cvdrisk.com.cn/ASCVD/Eval)
11:22:15	1852/1852	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:16%20GMT	https://cvdrisk.com.cn/ASCVD	D:/test/test/cvdrisk.com.cn/ASCVD	(from https://cvdrisk.com.cn/ASCVD/Eval)
11:22:16	3103/3103	---M--	200	added ('OK')	image/png	etag:%22045cffb4c46d31:0%22	https://cvdrisk.com.cn/Content/Areas/ASCVD/icon.png	D:/test/test/cvdrisk.com.cn/Content/Areas/ASCVD/icon.png	(from https://cvdrisk.com.cn/ASCVD/Eval)
11:22:16	633549/633549	---M--	200	added ('OK')	image/jpeg	etag:%220bbffe5ec7ed31:0%22	https://cvdrisk.com.cn/Content/Areas/ASCVD/switch_05.jpg	D:/test/test/cvdrisk.com.cn/Content/Areas/ASCVD/switch_05.jpg	(from https://cvdrisk.com.cn/ASCVD/Eval)
11:22:16	662/662	---M--	200	added ('OK')	image/png	etag:%220cab79d9f4ed21:0%22	https://cvdrisk.com.cn/Content/Areas/ASCVD/wenxintishi_icon.png	D:/test/test/cvdrisk.com.cn/Content/Areas/ASCVD/wenxintishi_icon.png	(from https://cvdrisk.com.cn/ASCVD/Eval)
11:22:16	3591/3591	---M--	200	added ('OK')	image/png	etag:%220628b75feedd11:0%22	https://cvdrisk.com.cn/Content/Revision/image/img6.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/img6.png	(from https://cvdrisk.com.cn/ASCVD/Eval)
11:22:16	3487/3487	---M--	200	added ('OK')	image/png	etag:%220628b75feedd11:0%22	https://cvdrisk.com.cn/Content/Revision/image/img7.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/img7.png	(from https://cvdrisk.com.cn/ASCVD/Eval)
11:22:17	3192/3192	---M--	200	added ('OK')	image/png	etag:%220628b75feedd11:0%22	https://cvdrisk.com.cn/Content/Revision/image/img9.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/img9.png	(from https://cvdrisk.com.cn/ASCVD/Eval)
11:22:17	18769/18769	---M--	200	added ('OK')	image/jpeg	etag:%22047d140736dd31:0%22	https://cvdrisk.com.cn/Content/Areas/ASCVD/app_barcode.jpg	D:/test/test/cvdrisk.com.cn/Content/Areas/ASCVD/app_barcode.jpg	(from https://cvdrisk.com.cn/ASCVD/Eval)
11:22:17	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:18%20GMT	https://cvdrisk.com.cn/Content/plugins/fonts/glyphicons-halflings-regular.eot	D:/test/test/cvdrisk.com.cn/Content/plugins/fonts/glyphicons-halflings-regular.eot	(from https://cvdrisk.com.cn/Content/plugins/iCheck/bootstrap.min.css)
11:22:18	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:19%20GMT	https://cvdrisk.com.cn/Content/plugins/fonts/glyphicons-halflings-regular.eot?	D:/test/test/cvdrisk.com.cn/Content/plugins/fonts/glyphicons-halflings-regulard41d.eot	(from https://cvdrisk.com.cn/Content/plugins/iCheck/bootstrap.min.css)
11:22:18	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:19%20GMT	https://cvdrisk.com.cn/Content/plugins/fonts/glyphicons-halflings-regular.woff2	D:/test/test/cvdrisk.com.cn/Content/plugins/fonts/glyphicons-halflings-regular.woff2	(from https://cvdrisk.com.cn/Content/plugins/iCheck/bootstrap.min.css)
11:22:18	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:19%20GMT	https://cvdrisk.com.cn/Content/plugins/fonts/glyphicons-halflings-regular.woff	D:/test/test/cvdrisk.com.cn/Content/plugins/fonts/glyphicons-halflings-regular.woff	(from https://cvdrisk.com.cn/Content/plugins/iCheck/bootstrap.min.css)
11:22:18	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:19%20GMT	https://cvdrisk.com.cn/Content/plugins/fonts/glyphicons-halflings-regular.ttf	D:/test/test/cvdrisk.com.cn/Content/plugins/fonts/glyphicons-halflings-regular.ttf	(from https://cvdrisk.com.cn/Content/plugins/iCheck/bootstrap.min.css)
11:22:19	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:20%20GMT	https://cvdrisk.com.cn/Content/plugins/fonts/glyphicons-halflings-regular.svg	D:/test/test/cvdrisk.com.cn/Content/plugins/fonts/glyphicons-halflings-regular.svg	(from https://cvdrisk.com.cn/Content/plugins/iCheck/bootstrap.min.css)
11:22:19	5064/5064	---M--	200	added ('OK')	image/png	etag:%2201f8990c265cf1:0%22	https://cvdrisk.com.cn/Content/plugins/iCheck/green.png	D:/test/test/cvdrisk.com.cn/Content/plugins/iCheck/green.png	(from https://cvdrisk.com.cn/Content/plugins/iCheck/custom.css)
11:22:19	7708/7708	---M--	200	added ('OK')	image/png	etag:%220f2578fc265cf1:0%22	https://cvdrisk.com.cn/Content/plugins/iCheck/green@2x.png	D:/test/test/cvdrisk.com.cn/Content/plugins/iCheck/green@2x.png	(from https://cvdrisk.com.cn/Content/plugins/iCheck/custom.css)
11:22:20	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:21%20GMT	https://cvdrisk.com.cn/Content/Revision/css/Avian%20Regular.eot	D:/test/test/cvdrisk.com.cn/Content/Revision/css/Avian%20Regular.eot	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:20	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:21%20GMT	https://cvdrisk.com.cn/Content/Revision/css/Avian%20Regular.eot?	D:/test/test/cvdrisk.com.cn/Content/Revision/css/Avian%20Regulard41d.eot	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:20	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:21%20GMT	https://cvdrisk.com.cn/Content/Revision/css/Avian%20Regular.woff	D:/test/test/cvdrisk.com.cn/Content/Revision/css/Avian%20Regular.woff	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:20	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:21%20GMT	https://cvdrisk.com.cn/Content/Revision/css/Avian%20Regular.ttf	D:/test/test/cvdrisk.com.cn/Content/Revision/css/Avian%20Regular.ttf	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:21	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:22%20GMT	https://cvdrisk.com.cn/Content/Revision/css/Avian%20Regular.svg	D:/test/test/cvdrisk.com.cn/Content/Revision/css/Avian%20Regular.svg	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:21	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:22%20GMT	https://cvdrisk.com.cn/Content/Revision/image/line1.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/line1.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:21	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:22%20GMT	https://cvdrisk.com.cn/Content/Revision/image/l1.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/l1.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:21	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:22%20GMT	https://cvdrisk.com.cn/Content/Revision/image/l2.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/l2.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:22	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:23%20GMT	https://cvdrisk.com.cn/Content/Revision/image/l3.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/l3.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:22	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:23%20GMT	https://cvdrisk.com.cn/Content/Revision/image/l4.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/l4.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:22	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:23%20GMT	https://cvdrisk.com.cn/Content/Revision/image/arrow1.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/arrow1.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:22	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:23%20GMT	https://cvdrisk.com.cn/Content/Revision/image/img1.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/img1.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:22	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:23%20GMT	https://cvdrisk.com.cn/Content/Revision/image/bg3.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/bg3.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:23	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:24%20GMT	https://cvdrisk.com.cn/Content/Revision/image/arrow3.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/arrow3.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:23	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:24%20GMT	https://cvdrisk.com.cn/Content/Revision/image/input1.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/input1.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:23	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:24%20GMT	https://cvdrisk.com.cn/Content/Revision/image/black50.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/black50.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:23	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:24%20GMT	https://cvdrisk.com.cn/Content/Revision/image/border9.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/border9.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:24	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:25%20GMT	https://cvdrisk.com.cn/Content/Revision/image/border.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/border.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:24	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:25%20GMT	https://cvdrisk.com.cn/Content/Revision/image/tit9.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/tit9.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:24	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:25%20GMT	https://cvdrisk.com.cn/Content/Revision/image/tit10.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/tit10.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:24	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:25%20GMT	https://cvdrisk.com.cn/Content/Revision/image/tit11.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/tit11.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:25	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:26%20GMT	https://cvdrisk.com.cn/Content/Revision/image/btn2.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/btn2.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:25	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:26%20GMT	https://cvdrisk.com.cn/Content/Revision/image/btn1.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/btn1.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:25	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:26%20GMT	https://cvdrisk.com.cn/Content/Revision/image/btn3.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/btn3.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:25	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:26%20GMT	https://cvdrisk.com.cn/Content/Revision/image/h1.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/h1.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:26	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:27%20GMT	https://cvdrisk.com.cn/Content/Revision/image/h2.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/h2.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:26	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:27%20GMT	https://cvdrisk.com.cn/Content/Revision/image/h3.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/h3.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:26	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:27%20GMT	https://cvdrisk.com.cn/Content/Revision/image/btn4.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/btn4.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:26	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:27%20GMT	https://cvdrisk.com.cn/Content/Revision/image/bt5.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/bt5.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:26	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:27%20GMT	https://cvdrisk.com.cn/Content/Revision/image/ylbg.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/ylbg.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:27	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:28%20GMT	https://cvdrisk.com.cn/Content/Revision/image/img19.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/img19.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:27	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:28%20GMT	https://cvdrisk.com.cn/Content/Revision/image/img20.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/img20.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:27	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:28%20GMT	https://cvdrisk.com.cn/Content/Revision/image/bg8.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/bg8.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:27	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:28%20GMT	https://cvdrisk.com.cn/Content/Revision/image/line7_4.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/line7_4.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:27	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:29%20GMT	https://cvdrisk.com.cn/Content/Revision/image/bg4.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/bg4.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:28	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:29%20GMT	https://cvdrisk.com.cn/Content/Revision/image/bg1.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/bg1.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:28	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:29%20GMT	https://cvdrisk.com.cn/Content/Revision/image/line2.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/line2.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:28	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:29%20GMT	https://cvdrisk.com.cn/Content/Revision/image/line3.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/line3.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
11:22:28	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2003:22:29%20GMT	https://cvdrisk.com.cn/Content/Revision/image/dian1.png	D:/test/test/cvdrisk.com.cn/Content/Revision/image/dian1.png	(from https://cvdrisk.com.cn/Content/Revision/css/global.css)
